response_id,data_source,cohort,student_id,student_track,student_prior_stats,run_id,mode,preset,preset_label,item_position,response_date,response_datetime,week_of_term,day_of_week,hour_of_day,time_block,item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,has_source_line,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,exposure_number,device,chosen_position,chosen_option_text,correct,response_time_sec,item_text_full,response_text
R000037,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,12,2025-09-01,2025-09-01 20:51:12,1,Mon,20,Evening,737,S05-48,Research methods,authored,Written to the LD 810 lecture slides,5,SPSS and JASP Orientation,5,,,none,none,,0,,,,,4,2,The .sav file with labeled variables plus the syntax used to clean and analyze it,121,81,40.3,40.7,0,1,laptop,3,A screenshot library of each analysis window,0,17.0,Q: A research office is deciding how to store a cleaned survey dataset for future staff. Which combination is best practice?  ||  A) Only a PDF of the output tables  |  B) The .sav file with labeled variables plus the syntax used to clean and analyze it [X]  |  C) A screenshot library of each analysis window  |  D) The original paper surveys plus a summary memo,Chose C) A screenshot library of each analysis window - INCORRECT (key: B) The .sav file with labeled variables plus the syntax used to clean and analyze it)
R000038,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,13,2025-09-01,2025-09-01 20:51:31,1,Mon,20,Evening,10,IVDV-10,Variables and design,authored,Written to the LD 810 lecture slides,2,Variables and the Shape of Data,2,,,exam1,lab1,,0,,,,,4,2,Controlled variable,117,19,15.0,4.0,0,1,tablet,2,Controlled variable,1,11.3,"Q: In an experiment, a variable the researcher deliberately holds constant so it cannot explain the outcome is called a:  ||  A) Dependent variable  |  B) Controlled variable [X]  |  C) Moderator  |  D) Criterion variable",Chose B) Controlled variable - CORRECT
R000039,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,14,2025-09-01,2025-09-01 20:51:43,1,Mon,20,Evening,1093,S13-04,Factor analysis,authored,Written to the LD 810 lecture slides,13,Factor Analysis,13,,,none,none,,0,,,,,4,4,"PCA summarizes all the variance in the items into composite components, while factor analysis models only the variance items share, treating the rest as unique or error",173,168,52.7,115.3,0,1,laptop,3,PCA and factor analysis are different names for the same procedure,0,8.6,"Q: An HR analyst asks how principal components analysis differs conceptually from common factor analysis on an employee engagement inventory. The best plain-language answer is:  ||  A) PCA requires a larger sample than factor analysis  |  B) PCA can only be used with categorical items  |  C) PCA and factor analysis are different names for the same procedure  |  D) PCA summarizes all the variance in the items into composite components, while factor analysis models only the variance items share, treating the rest as unique or error [X]","Chose C) PCA and factor analysis are different names for the same procedure - INCORRECT (key: D) PCA summarizes all the variance in the items into composite components, while factor analysis models only the variance items share, treating the rest as unique or error)"
R000040,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,15,2025-09-01,2025-09-01 20:51:53,1,Mon,20,Evening,840,S08-01,Hypothesis testing,authored,Written to the LD 810 lecture slides,8,Hypothesis Testing and Sampling Error,8,,,exam2,lab3,,0,,,,,4,2,Advisory attendance equals prior-cohort attendance,176,50,80.0,-30.0,0,1,laptop,2,Advisory attendance equals prior-cohort attendance,1,14.7,Q: A district pilots a new advisory program and wants to know whether ninth-grade attendance differs from the prior cohort. Which statement is the null hypothesis stated in words?  ||  A) Advisory students will show better attendance than the prior ninth-grade cohort did  |  B) Advisory attendance equals prior-cohort attendance [X]  |  C) Advisory improves attendance for most of the students who were enrolled in it  |  D) Any attendance difference here is too small to be worth the district's attention,Chose B) Advisory attendance equals prior-cohort attendance - CORRECT
R000041,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,16,2025-09-01,2025-09-01 20:52:10,1,Mon,20,Evening,827,S07-38,Confidence intervals,authored,Written to the LD 810 lecture slides,7,Confidence Intervals,7,,,exam1,lab2,,0,,,,,4,3,Values from 3.2 to 4.6 are plausible for the population mean,133,60,61.0,-1.0,1,1,laptop,3,Values from 3.2 to 4.6 are plausible for the population mean,1,7.4,Q: A doctoral student must choose one sentence to interpret a 95% interval of 3.2 to 4.6 for mean staff engagement. Which is defensible?  ||  A) Ninety-five percent of staff scored between 3.2 and 4.6  |  B) The probability that this specific interval holds the true mean is exactly 0.95  |  C) Values from 3.2 to 4.6 are plausible for the population mean [X]  |  D) The true population mean is 3.9 with 95% accuracy,Chose C) Values from 3.2 to 4.6 are plausible for the population mean - CORRECT
R000042,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,17,2025-09-01,2025-09-01 20:52:19,1,Mon,20,Evening,985,S10-46,ANOVA,authored,Written to the LD 810 lecture slides,10,ANOVA and Post-Hoc Comparisons,10,,,exam2,lab3,,0,,,,,4,2,"It uses each person as their own control, reducing error variance",141,65,54.7,10.3,0,1,laptop,1,It removes the need to check any assumptions,0,11.7,"Q: In a repeated-measures ANOVA on three waves of employee-engagement scores, what is the conceptual advantage over an independent-groups ANOVA?  ||  A) It removes the need to check any assumptions  |  B) It uses each person as their own control, reducing error variance [X]  |  C) It allows categorical outcome variables  |  D) It eliminates the need for post-hoc comparisons among the three measurement waves","Chose A) It removes the need to check any assumptions - INCORRECT (key: B) It uses each person as their own control, reducing error variance)"
R000043,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,18,2025-09-01,2025-09-01 20:52:32,1,Mon,20,Evening,508,AK-23,Confidence intervals,theme,Themed sets,7,Confidence Intervals,7,kay,Ironic Healthcare (in the style of Adam Kay),exam1,lab2,,0,,,,,4,2,Intervals built this way capture the true mean about 95% of the time; 47–57 is the plausible range,107,98,40.7,57.3,1,1,laptop,3,"Exactly 52 minutes, every time",0,11.6,"Q: Mean time-to-antibiotics for sepsis is reported as 52 minutes, 95% CI [47, 57]. The correct interpretation:  ||  A) 95% of patients got antibiotics between 47 and 57 minutes  |  B) Intervals built this way capture the true mean about 95% of the time; 47–57 is the plausible range [X]  |  C) Exactly 52 minutes, every time  |  D) The target of 60 minutes was missed","Chose C) Exactly 52 minutes, every time - INCORRECT (key: B) Intervals built this way capture the true mean about 95% of the time; 47–57 is the plausible range)"
R000044,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,19,2025-09-01,2025-09-01 20:52:45,1,Mon,20,Evening,1219,AK-56,Factor analysis,theme,Themed sets,13,Factor Analysis,13,kay,Ironic Healthcare (in the style of Adam Kay),none,none,,0,,,,,4,4,The shared content of its high-loading items,198,44,49.7,-5.7,1,1,laptop,1,Its eigenvalue relative to the other retained factors,0,13.4,"Q: A staff-morale survey yields a factor on which 'I am told about changes late', 'Decisions are unexplained', and 'Feedback disappears' load above 0.70. The defensible basis for naming this factor is:  ||  A) Its eigenvalue relative to the other retained factors  |  B) The number of items included in the survey  |  C) The percentage of respondents who completed the survey  |  D) The shared content of its high-loading items [X]",Chose A) Its eigenvalue relative to the other retained factors - INCORRECT (key: D) The shared content of its high-loading items)
R000045,simulated,BIGTREE-FA25,BTS-03,Healthcare Leadership,1,run-0003,practice,freeplay,Free play - whole course pool,20,2025-09-01,2025-09-01 20:53:00,1,Mon,20,Evening,355,P08-52,Normal curve,pub,Publisher test bank — application level,6,The Normal Curve and z-Scores,6,,,exam1,lab2,,1,,,,,4,4,negatively skewed,129,17,15.0,2.0,0,1,laptop,4,negatively skewed,1,4.8,"Q: A distribution of scores in which almost the entire class scored very high, but a few students scored fairly low would be ______.  ||  A) normally distributed  |  B) positively skewed  |  C) unskewed  |  D) negatively skewed [X]",Chose D) negatively skewed - CORRECT
R000046,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,1,2025-08-29,2025-08-29 11:10:00,1,Fri,11,Morning,333,P03-26,Center and spread,pub,Publisher test bank — application level,3,"Center, Spread and a First Analysis",3,,,exam1,lab1,,1,,,,,4,1,"7, 10, 11, 15, 19",67,17,16.7,0.3,0,1,laptop,2,"7, 7, 8, 8, 10, 11",0,6.9,"Q: Which of the following sets of scores has the greatest variability?  ||  A) 7, 10, 11, 15, 19 [X]  |  B) 7, 7, 8, 8, 10, 11  |  C) 7, 7, 7, 7, 7, 7  |  D) 6, 6, 7, 7, 7, 7","Chose B) 7, 7, 8, 8, 10, 11 - INCORRECT (key: A) 7, 10, 11, 15, 19)"
R000047,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,2,2025-08-29,2025-08-29 11:10:08,1,Fri,11,Morning,50,CHRT-10,Chart choice,authored,Written to the LD 810 lecture slides,2,Variables and the Shape of Data,2,,,exam1,lab1,,0,,,,,4,2,Angle comparisons become unreliable and small slices are indistinguishable,65,74,38.0,36.0,0,1,laptop,2,Angle comparisons become unreliable and small slices are indistinguishable,1,17.8,Q: Why is a pie chart a poor choice for comparing eleven categories?  ||  A) Pie charts cannot display more than five values  |  B) Angle comparisons become unreliable and small slices are indistinguishable [X]  |  C) Pie charts require ratio-level data  |  D) Eleven colors cannot be rendered,Chose B) Angle comparisons become unreliable and small slices are indistinguishable - CORRECT
R000048,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,3,2025-08-29,2025-08-29 11:10:28,1,Fri,11,Morning,37,NOIR-17,Levels of measurement,authored,Written to the LD 810 lecture slides,2,Variables and the Shape of Data,2,,,exam1,lab1,,0,,,,,4,1,Nominal,98,7,6.7,0.3,0,1,laptop,4,Ratio,0,9.4,"Q: A gardener classifies plants as annual, biennial, or perennial. What level of measurement is this?  ||  A) Nominal [X]  |  B) Ordinal  |  C) Interval  |  D) Ratio",Chose D) Ratio - INCORRECT (key: A) Nominal)
R000049,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,4,2025-08-29,2025-08-29 11:10:38,1,Fri,11,Morning,499,AK-14,Reliability,theme,Themed sets,4,Reliability and Validity,4,kay,Ironic Healthcare (in the style of Adam Kay),exam1,lab1,,0,,,,,4,1,Inter-rater reliability,132,23,13.0,10.0,1,1,laptop,1,Inter-rater reliability,1,19.6,Q: Two nurses independently score the same 60 patients on a falls-risk checklist; scores agree 96% of the time. This demonstrates good:  ||  A) Inter-rater reliability [X]  |  B) Content validity  |  C) Predictive validity  |  D) Luck,Chose A) Inter-rater reliability - CORRECT
R000050,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,5,2025-08-29,2025-08-29 11:10:59,1,Fri,11,Morning,1281,DITW-22,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,0,,,,,4,3,Poor content validity; one item cannot represent the construct,134,62,61.7,0.3,0,1,laptop,4,"Tiredness is nominal, so it cannot support a burnout score",0,9.1,"Q: A workforce study measures 'burnout' using a single question asking staff whether they feel tired at work. The strongest objection is:  ||  A) The sample is too large, making small differences significant  |  B) Poor test-retest reliability, because moods change from day to day  |  C) Poor content validity; one item cannot represent the construct [X]  |  D) Tiredness is nominal, so it cannot support a burnout score","Chose D) Tiredness is nominal, so it cannot support a burnout score - INCORRECT (key: C) Poor content validity; one item cannot represent the construct)"
R000051,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,6,2025-08-29,2025-08-29 11:11:09,1,Fri,11,Morning,643,S01-04,Statistics for leaders,authored,Written to the LD 810 lecture slides,1,Why Statistics for Leaders,1,,,exam1,lab1,,0,,,,,4,2,"A precise-looking figure signals authority, and few people ask how it was made",108,78,41.0,37.0,0,1,desktop,2,"A precise-looking figure signals authority, and few people ask how it was made",1,23.9,"Q: Numbers often win arguments in meetings even when the evidence behind them is weak. The main reason is that:  ||  A) Numbers are always more accurate than impressions  |  B) A precise-looking figure signals authority, and few people ask how it was made [X]  |  C) Most leaders are good at arithmetic  |  D) Numbers are harder to fake than stories","Chose B) A precise-looking figure signals authority, and few people ask how it was made - CORRECT"
R000052,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,7,2025-08-29,2025-08-29 11:11:35,1,Fri,11,Morning,1275,DITW-16,Center and spread,authored,Written to the LD 810 lecture slides,3,"Center, Spread and a First Analysis",3,,,exam1,lab1,,0,,,,,4,3,0.5 percent,91,11,10.3,0.7,1,1,laptop,1,0.05 percent,0,10.7,"Q: A crime rate of 500 per 100,000 residents, expressed as a percentage of the population, is:  ||  A) 0.05 percent  |  B) 5 percent  |  C) 0.5 percent [X]  |  D) 50 percent",Chose A) 0.05 percent - INCORRECT (key: C) 0.5 percent)
R000053,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,8,2025-08-29,2025-08-29 11:11:47,1,Fri,11,Morning,668,S01-29,The three questions,authored,Written to the LD 810 lecture slides,1,Why Statistics for Leaders,1,,,exam1,lab1,,0,,,,,4,2,It stops you from rewriting the standard of proof after the fact to protect a conclusion,75,88,32.0,56.0,0,1,laptop,3,It is required by APA style,0,24.7,Q: Why is naming what would change your mind *before* seeing results valuable?  ||  A) It speeds up the analysis  |  B) It stops you from rewriting the standard of proof after the fact to protect a conclusion [X]  |  C) It is required by APA style  |  D) It guarantees the result will be significant,Chose C) It is required by APA style - INCORRECT (key: B) It stops you from rewriting the standard of proof after the fact to protect a conclusion)
R000054,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,9,2025-08-29,2025-08-29 11:12:14,1,Fri,11,Morning,59,CHRT-19,Chart choice,authored,Written to the LD 810 lecture slides,2,Variables and the Shape of Data,2,,,exam1,lab1,,0,,,,,4,2,Composition within each category alongside the category totals,57,62,39.7,22.3,0,1,laptop,2,Composition within each category alongside the category totals,1,9.7,Q: A stacked bar chart is most useful when you want to show:  ||  A) The relationship between two continuous variables  |  B) Composition within each category alongside the category totals [X]  |  C) The shape of a single distribution  |  D) An exact mean and standard deviation,Chose B) Composition within each category alongside the category totals - CORRECT
R000055,simulated,BIGTREE-FA25,BTS-04,K-12 Leadership,0,run-0004,practice,lab1,Lab 1 · describing and trusting data,10,2025-08-29,2025-08-29 11:12:25,1,Fri,11,Morning,86,RELY-12,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,0,,,,,4,2,Raises alpha,65,12,19.0,-7.0,0,1,laptop,2,Raises alpha,1,18.5,Q: Adding more items that measure the same construct well generally:  ||  A) Lowers alpha  |  B) Raises alpha [X]  |  C) Leaves alpha unchanged  |  D) Makes the scale invalid,Chose B) Raises alpha - CORRECT
