item_number,item_id,topic,tier_code,tier_label,session_primary,session_name,session_all,theme_code,theme_label,exam_block,lab_block,extra_topic,source_note,news_outlet,news_date,news_sourced,news_url,n_options,correct_position,correct_option_text,stem_chars,key_chars,mean_distractor_chars,key_length_advantage,numeric_item,item_text_full,n_responses
72,SOFT-12,Software and output,authored,Written to the LD 810 lecture slides,5,SPSS and JASP Orientation,5,,,none,none,,,,,,,4,3,Allow you to run analyses that are inappropriate for that variable,89,66,32.3,33.7,0,Q: Setting a variable's Measure to Scale in SPSS when the variable is actually nominal will:  ||  A) Prevent the file from opening  |  B) Alter the stored data values  |  C) Allow you to run analyses that are inappropriate for that variable [X]  |  D) Correct itself when you run the analysis,3
73,SOFT-13,Software and output,authored,Written to the LD 810 lecture slides,5,SPSS and JASP Orientation,5,,,none,none,,,,,,,4,2,"In an appendix, with the body carrying prose, APA tables, and figures",62,69,24.3,44.7,0,"Q: In a lab write-up for this course, statistical output belongs:  ||  A) Pasted directly into the body of the memo  |  B) In an appendix, with the body carrying prose, APA tables, and figures [X]  |  C) Omitted entirely  |  D) In the file name",1
75,RELY-01,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Produces consistent results,40,27,42.3,-15.3,0,Q: Reliability refers to whether a measure:  ||  A) Captures the construct it claims to capture  |  B) Produces consistent results [X]  |  C) Was administered to a representative sample  |  D) Yields a statistically significant result,4
76,RELY-02,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Reliable but not valid,87,22,22.0,0.0,0,Q: A bathroom scale that reads twelve pounds heavy every single time is best described as:  ||  A) Reliable and valid  |  B) Reliable but not valid [X]  |  C) Valid but not reliable  |  D) Neither reliable nor valid,6
77,RELY-03,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,"Unreliable, and therefore not dependable for any single measurement",107,67,28.3,38.7,0,"Q: A scale that gives a different reading every time you step on it, but averages out to your true weight, is:  ||  A) Reliable but not valid  |  B) Unreliable, and therefore not dependable for any single measurement [X]  |  C) Both reliable and valid  |  D) Acceptable, since the average is correct",11
78,RELY-04,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Internal consistency among a set of items,27,41,23.0,18.0,0,Q: Cronbach's alpha estimates:  ||  A) Test-retest reliability  |  B) Internal consistency among a set of items [X]  |  C) Criterion validity  |  D) Agreement between two raters,15
79,RELY-05,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,3,.70,75,3,3.0,0.0,0,Q: The conventional minimum alpha usually cited for a research scale is about:  ||  A) .30  |  B) .50  |  C) .70 [X]  |  D) .95,7
80,RELY-06,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,"The items hang together respectably, and item-level statistics may point to improvements",81,88,27.7,60.3,1,"Q: A 15-item satisfaction scale returns alpha = .78. The most defensible reading is:  ||  A) The scale is not valid  |  B) The items hang together respectably, and item-level statistics may point to improvements [X]  |  C) The scale should be discarded  |  D) The construct has been confirmed",6
81,RELY-07,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,"The items may be near-duplicates, making the scale redundant rather than rich",70,77,31.0,46.0,1,"Q: An eight-item scale returns alpha = .96. A reasonable concern is that:  ||  A) Alpha cannot exceed .90  |  B) The items may be near-duplicates, making the scale redundant rather than rich [X]  |  C) The sample is too large  |  D) Reliability has now been proven beyond question",6
82,RELY-08,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,What the scale's alpha would become if that item were removed,45,61,38.3,22.7,0,Q: The 'alpha if item deleted' column tells you:  ||  A) Which item is invalid  |  B) What the scale's alpha would become if that item were removed [X]  |  C) Whether the item is statistically significant  |  D) How strongly the item correlates with the outcome,9
83,RELY-09,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Is measuring something different from the rest of the scale,77,59,33.3,25.7,0,Q: An item shows a very low item-total correlation. This suggests that the item:  ||  A) Is the most important item on the scale  |  B) Is measuring something different from the rest of the scale [X]  |  C) Needs a larger sample to evaluate  |  D) Will raise alpha if retained,11
84,RELY-10,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Administering the same measure to the same people at two time points and correlating the scores,39,95,41.3,53.7,0,Q: Test-retest reliability is assessed by:  ||  A) Correlating two halves of a single administration  |  B) Administering the same measure to the same people at two time points and correlating the scores [X]  |  C) Comparing scores assigned by two different raters  |  D) Computing Cronbach's alpha,12
85,RELY-11,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Inter-rater reliability,121,23,23.0,0.0,0,Q: Two chaplains independently score the same set of written moral reasoning responses. The relevant form of reliability is:  ||  A) Internal consistency  |  B) Inter-rater reliability [X]  |  C) Test-retest reliability  |  D) Parallel forms reliability,13
86,RELY-12,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Raises alpha,65,12,19.0,-7.0,0,Q: Adding more items that measure the same construct well generally:  ||  A) Lowers alpha  |  B) Raises alpha [X]  |  C) Leaves alpha unchanged  |  D) Makes the scale invalid,11
87,RELY-13,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,The portion of an observed score not attributable to the true score,39,67,40.0,27.0,0,Q: Measurement error is best described as:  ||  A) A mistake made by the researcher  |  B) The portion of an observed score not attributable to the true score [X]  |  C) A violation of the normality assumption  |  D) A problem present only in poorly designed studies,8
88,RELY-14,Reliability,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Consistency says nothing about whether the right thing is being measured,55,72,43.0,29.0,0,"Q: Why can a measure be highly reliable and still useless?  ||  A) Reliability guarantees validity, so it cannot be  |  B) Consistency says nothing about whether the right thing is being measured [X]  |  C) Reliable measures are always biased  |  D) Alpha cannot be computed for a useless measure",7
89,VLDY-01,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Captures the construct it claims to measure,37,43,28.3,14.7,0,Q: Validity refers to whether a measure:  ||  A) Produces consistent results  |  B) Captures the construct it claims to measure [X]  |  C) Was given to a large enough sample  |  D) Produces a small p-value,9
90,VLDY-02,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,1,Face validity,121,13,19.7,-6.7,0,Q: Reading through a burnout questionnaire and judging whether the items look like they concern burnout is an assessment of:  ||  A) Face validity [X]  |  B) Criterion validity  |  C) Construct validity  |  D) Test-retest reliability,15
91,VLDY-03,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,1,The items cover the full domain the construct is supposed to include,34,68,21.3,46.7,0,Q: Content validity concerns whether:  ||  A) The items cover the full domain the construct is supposed to include [X]  |  B) Scores predict a future outcome  |  C) Two raters agree  |  D) Alpha exceeds .70,5
92,VLDY-04,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Concurrent validity,126,19,17.3,1.7,0,Q: A new leadership scale correlates strongly with an established leadership measure given at the same time. This is evidence of:  ||  A) Predictive validity  |  B) Concurrent validity [X]  |  C) Face validity  |  D) Internal consistency,6
93,VLDY-05,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Predictive validity,103,19,17.3,1.7,0,Q: An admissions test is defended on the grounds that scores forecast first-year GPA. This is evidence of:  ||  A) Content validity  |  B) Predictive validity [X]  |  C) Face validity  |  D) Inter-rater reliability,9
94,VLDY-06,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,"The construct is not directly observable, so evidence accumulates rather than settling the question",60,99,29.7,69.3,0,"Q: Construct validity is the hardest form to establish because:  ||  A) It requires a very large sample  |  B) The construct is not directly observable, so evidence accumulates rather than settling the question [X]  |  C) It requires at least two raters  |  D) No software will compute it",3
95,VLDY-07,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Content validity,122,16,16.7,-0.7,0,Q: A satisfaction survey whose items all look plausible but which ignores half of what satisfaction means has a problem with:  ||  A) Reliability  |  B) Content validity [X]  |  C) Concurrent validity  |  D) Level of measurement,8
96,VLDY-08,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,1,A valid measure must also be reliable,83,37,40.0,-3.0,0,Q: Which statement about the relationship between reliability and validity is correct?  ||  A) A valid measure must also be reliable [X]  |  B) A reliable measure must also be valid  |  C) Validity and reliability are the same property  |  D) Neither property depends on the other,13
97,VLDY-09,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,One self-report item cannot cover the construct and invites bias,133,64,29.7,34.3,0,Q: A study uses the single item 'Are you a good leader?' as its only measure of leadership effectiveness. The clearest weakness is that:  ||  A) The item is too long  |  B) One self-report item cannot cover the construct and invites bias [X]  |  C) It offers too many response options  |  D) It cannot be entered into software,10
98,VLDY-10,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Content validity,130,16,12.3,3.7,0,Q: A course exam is criticized for testing recall of formulas when the stated objective is interpreting output. This is a failure of:  ||  A) Reliability  |  B) Content validity [X]  |  C) Criterion validity  |  D) Sampling,7
99,VLDY-11,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,Whether the measure is reliable and whether it measures the intended construct,73,78,30.0,48.0,0,"Q: Before running any analysis on a scale, the question that comes first is:  ||  A) Which statistical test is appropriate  |  B) Whether the measure is reliable and whether it measures the intended construct [X]  |  C) What the p-value is likely to be  |  D) Which software to use",10
100,VLDY-12,Validity,authored,Written to the LD 810 lecture slides,4,Reliability and Validity,4,,,exam1,lab1,,,,,,,4,2,A single behavioral count is a narrow proxy for a broad construct,121,65,28.0,37.0,0,Q: A district measures 'school climate' using only the number of disciplinary referrals. The most serious objection is that:  ||  A) Referrals cannot be counted accurately  |  B) A single behavioral count is a narrow proxy for a broad construct [X]  |  C) The variable is ordinal  |  D) The sample is too small,8
101,Cronbachs_AlphaA_test_has_a_Cronbach_s_a,Applied,exam,Used on a Fall 2025 quiz or exam,4,Reliability and Validity,4,,,exam1,lab1,,Used on an LD 810 quiz or exam in Fall 2025,,,,,4,1,Strong internal consistency,67,27,25.3,1.7,1,Q: A test has a Cronbach's alpha of 0.85. This indicates the test has:  ||  A) Strong internal consistency [X]  |  B) Poor internal consistency  |  C) Perfect internal consistency  |  D) No internal consistency,12
